MarketingStatusID	ApplNo	ProductNo
3	009659	001
3	009659	002
3	009660	002
3	009660	004
3	009660	007
3	009660	008
3	009663	001
3	009663	003
3	009667	001
3	009667	002
3	009668	001
3	009668	002
3	009698	002
3	009698	004
3	009729	001
3	009750	001
3	009766	001
3	009766	002
1	009768	001
3	009789	003
3	009796	001
3	009818	003
3	009818	005
1	009829	002
1	009830	001
3	009838	001
3	009838	002
3	009854	001
3	009859	001
3	009859	002
3	009864	001
1	009866	001
1	009866	002
1	009866	003
1	009866	004
3	009895	001
3	009895	003
3	009900	001
3	009925	001
3	009925	002
3	009926	002
3	009926	004
3	009986	002
3	009986	005
3	009986	006
3	009986	007
3	009986	008
3	009987	004
3	009996	001
3	010010	001
3	010010	002
3	010012	001
3	010021	002
3	010021	004
3	010021	007
3	010021	010
3	010028	004
3	010028	005
3	010040	001
3	010040	006
3	010040	012
3	010040	016
3	010040	017
1	010040	018
3	010040	019
3	010040	020
3	010040	021
1	010040	022
3	010060	001
3	010093	003
3	010093	007
3	010093	009
1	010104	003
3	010124	001
3	010124	002
3	010151	001
3	010155	002
1	010187	003
1	010187	006
1	010187	010
3	010209	002
3	010210	001
3	010210	002
3	010220	002
3	010220	003
3	010251	001
3	010255	002
3	010347	002
3	010347	004
3	010348	001
3	010348	002
3	010348	003
3	010348	004
3	010348	006
3	010349	006
3	010349	008
3	010355	001
3	010355	002
3	010374	003
3	010375	003
3	010375	004
1	010379	001
1	010379	002
1	010379	003
3	010392	001
3	010392	004
3	010392	005
3	010392	006
3	010401	001
1	010402	001
3	010417	001
3	010417	002
3	010418	005
3	010418	006
3	010418	007
3	010418	008
3	010418	009
3	010418	010
3	010423	001
3	010441	001
3	010441	002
3	010441	003
3	010441	004
3	010460	005
3	010485	001
3	010496	002
1	010515	001
3	010520	003
3	010533	001
3	010533	002
3	010554	001
3	010562	001
3	010571	001
3	010571	002
3	010571	003
3	010581	001
3	010585	002
3	010596	007
1	010596	008
3	010598	002
3	010599	001
3	010611	002
3	010611	006
3	010611	010
3	010653	001
3	010656	001
1	010669	002
3	010670	001
3	010670	002
3	010679	003
3	010679	004
3	010686	003
3	010686	006
3	010718	001
1	010721	001
1	010721	004
1	010721	005
1	010721	006
3	010742	002
3	010744	001
3	010753	001
3	010775	001
3	010775	002
3	010775	003
3	010775	004
3	010787	002
3	010791	001
3	010791	002
3	010791	003
3	010791	004
3	010791	005
3	010796	001
3	010796	002
3	010799	003
3	010799	010
3	010799	011
3	010831	001
3	010831	002
1	010841	001
3	010841	003
3	010895	002
3	010909	003
3	010911	006
3	010926	001
3	010926	002
3	010927	001
3	010929	001
3	010929	002
3	010929	003
3	010942	001
3	010942	003
3	010942	004
3	010962	002
3	010971	003
3	010971	005
3	010976	004
3	010976	005
3	010976	006
3	010976	007
3	010976	008
3	010996	005
3	010996	006
3	010996	007
3	010997	001
3	010997	003
3	011000	001
3	011000	002
3	011000	003
3	011000	004
3	011011	004
1	011011	006
3	011028	001
3	011045	001
3	011045	002
3	011047	001
3	011047	002
3	011073	003
3	011110	002
3	011111	001
3	011111	002
3	011120	016
3	011120	017
3	011120	018
3	011120	019
3	011120	020
3	011123	001
3	011123	002
3	011123	003
3	011127	001
3	011127	002
3	011127	003
3	011145	002
3	011145	004
1	011145	005
1	011153	001
1	011153	002
1	011153	003
1	011153	004
3	011153	005
1	011153	006
3	011161	004
3	011161	007
3	011161	009
3	011161	010
3	011161	011
3	011178	001
3	011185	001
3	011185	002
3	011188	001
3	011208	001
1	011210	001
3	011210	003
3	011213	002
3	011228	001
1	011245	003
3	011265	002
3	011270	002
3	011276	001
3	011283	003
3	011283	006
3	011283	008
3	011283	010
3	011284	001
3	011284	002
3	011287	001
3	011294	002
3	011300	003
3	011316	001
3	011316	003
3	011316	004
3	011323	002
3	011324	002
3	011325	001
3	011325	004
3	011325	005
3	011338	001
3	011340	002
3	011359	001
3	011359	002
3	011361	002
3	011366	001
1	011366	002
3	011386	001
3	011386	003
3	011418	002
3	011444	001
3	011446	001
3	011459	002
3	011459	004
3	011459	006
3	011467	003
3	011467	005
3	011483	004
3	011491	004
3	011496	002
3	011521	001
3	011521	002
3	011522	007
3	011522	008
3	011522	009
3	011522	010
3	011522	011
3	011522	012
3	011522	013
1	011525	001
3	011525	002
3	011525	003
3	011525	004
3	011529	002
3	011552	001
3	011552	002
3	011552	003
3	011552	004
3	011552	005
3	011552	006
3	011556	003
3	011556	004
3	011557	001
1	011559	001
1	011559	002
3	011559	003
3	011559	004
3	011583	002
3	011600	001
3	011600	003
1	011601	003
1	011601	006
3	011602	001
3	011602	003
3	011612	001
3	011613	002
3	011613	004
3	011620	002
3	011635	003
3	011635	006
3	011641	003
3	011641	006
3	011642	002
3	011657	001
3	011664	001
3	011664	002
3	011664	003
3	011664	004
3	011664	005
3	011664	006
1	011665	001
3	011673	001
3	011679	001
3	011683	001
3	011685	003
3	011689	001
3	011695	002
3	011695	003
3	011702	003
3	011707	001
3	011707	002
3	011719	001
3	011719	003
3	011719	004
3	011719	005
3	011719	006
3	011719	007
3	011719	009
1	011719	010
3	011719	011
1	011719	012
3	011719	013
3	011719	014
3	011721	001
3	011721	002
3	011722	002
3	011730	001
3	011738	004
3	011745	001
3	011745	003
3	011748	001
3	011751	001
3	011751	002
3	011751	003
3	011751	004
3	011751	005
3	011752	003
3	011752	004
1	011757	001
1	011757	002
1	011757	004
3	011771	001
3	011771	002
3	011771	003
3	011771	004
3	011771	005
3	011771	006
3	011771	007
3	011777	001
3	011777	002
1	011790	001
1	011792	001
3	011792	003
1	011792	004
3	011793	005
3	011793	008
3	011793	009
3	011795	001
3	011808	003
3	011808	006
3	011808	009
3	011808	011
3	011808	012
3	011808	015
3	011808	016
3	011808	017
3	011808	018
3	011814	001
3	011814	002
3	011835	003
3	011835	006
3	011835	007
3	011836	003
3	011836	006
3	011836	007
3	011838	002
1	011839	001
1	011839	003
1	011839	004
1	011856	003
1	011856	004
1	011856	005
1	011856	006
1	011856	007
3	011860	001
3	011860	002
1	011870	001
3	011878	003
3	011878	005
3	011891	001
3	011891	002
1	011909	002
3	011914	001
3	011945	001
3	011949	001
3	011950	006
3	011950	007
3	011950	009
3	011958	002
3	011958	003
3	011960	004
1	011961	001
1	011963	001
3	011963	002
3	011963	003
3	011963	004
3	011964	001
3	011971	001
3	011971	002
3	011977	001
3	011983	002
3	011984	001
3	012003	001
1	012015	001
3	012026	002
3	012034	001
3	012034	004
3	012034	005
3	012034	006
1	012041	001
3	012052	001
3	012071	002
3	012071	004
1	012093	001
3	012093	002
3	012093	005
3	012093	006
1	012093	007
3	012095	001
3	012097	001
3	012102	001
1	012104	001
3	012111	002
3	012111	004
3	012122	001
3	012122	002
3	012125	002
3	012125	003
3	012126	001
3	012128	002
3	012128	003
3	012141	001
3	012141	002
3	012142	001
3	012142	002
3	012142	003
3	012142	004
3	012142	005
3	012142	006
3	012142	007
3	012142	008
3	012142	009
3	012142	010
3	012145	003
3	012148	001
3	012148	002
3	012148	003
1	012151	008
1	012151	009
1	012151	010
3	012154	001
3	012155	001
3	012157	001
3	012164	001
3	012164	002
3	012164	003
1	012179	001
3	012184	002
3	012193	005
3	012209	001
3	012209	002
3	012223	001
3	012223	002
3	012248	001
3	012249	001
3	012249	002
3	012249	003
1	012250	001
1	012250	002
1	012250	005
3	012254	002
3	012259	002
3	012265	001
3	012265	002
3	012265	003
3	012281	001
3	012283	003
3	012283	004
3	012285	001
3	012301	001
3	012302	002
3	012302	004
3	012302	005
3	012302	006
3	012329	001
3	012329	002
3	012339	007
3	012339	008
3	012339	009
1	012342	003
3	012359	003
3	012359	004
3	012365	005
3	012366	002
3	012376	002
1	012380	001
3	012382	002
3	012383	001
3	012394	002
3	012402	001
3	012418	002
3	012419	004
3	012421	001
3	012421	002
3	012427	002
3	012427	003
1	012429	001
3	012455	002
1	012462	001
3	012470	001
3	012485	002
3	012486	001
3	012486	003
3	012486	004
3	012486	005
3	012487	001
3	012489	001
3	012515	001
3	012516	001
3	012524	001
3	012524	004
3	012541	002
1	012541	003
3	012542	004
3	012546	001
3	012575	003
3	012583	001
3	012594	001
3	012594	002
1	012616	004
1	012616	005
1	012623	001
1	012623	003
3	012649	001
3	012657	003
3	012665	001
3	012674	001
3	012675	004
3	012675	007
3	012675	009
3	012675	010
3	012678	001
3	012697	001
3	012699	001
3	012703	001
3	012703	003
3	012703	004
3	012703	005
3	012703	006
3	012703	007
3	012704	001
3	012708	005
3	012715	002
3	012715	003
3	012728	001
3	012728	004
3	012728	005
3	012731	002
3	012737	001
1	012750	001
3	012753	001
3	012754	002
3	012768	001
3	012768	002
3	012768	004
1	012770	001
3	012772	005
3	012772	006
3	012775	001
3	012775	002
1	012787	002
1	012787	004
1	012787	005
3	012796	002
3	012802	001
1	012806	001
1	012806	002
1	012806	003
3	012806	004
1	012813	002
3	012827	001
3	012827	002
3	012828	001
1	012836	003
1	012836	004
1	012836	005
3	012845	001
3	012845	002
3	012845	003
3	012882	001
3	012882	002
3	012885	001
3	012892	001
3	012911	001
1	012911	002
3	012928	002
3	012928	004
3	012928	006
3	012936	001
3	012940	003
3	012940	004
3	012940	005
3	012945	001
3	012947	001
3	012967	001
3	012968	001
3	012972	001
3	012972	002
3	013025	001
3	013025	002
1	013026	002
3	013055	001
3	013056	001
3	013077	001
3	013092	002
3	013093	001
3	013132	001
3	013132	002
3	013132	003
3	013157	002
1	013174	001
1	013174	002
3	013217	001
1	013217	003
3	013220	002
3	013247	001
1	013263	002
1	013263	004
1	013263	006
3	013264	001
3	013294	001
1	013295	001
3	013295	002
3	013296	001
3	013319	001
3	013334	002
3	013378	001
3	013378	002
3	013400	001
3	013400	002
3	013400	003
3	013401	001
3	013402	001
3	013402	002
3	013402	003
3	013402	004
3	013413	001
3	013416	003
3	013416	004
3	013420	001
1	013422	001
3	013428	001
3	013448	002
3	013448	003
3	013448	004
3	013483	003
3	013483	004
3	013538	001
3	013553	001
3	013601	001
3	013601	002
3	013615	001
3	013615	002
3	013621	001
3	013621	002
3	013625	002
3	013625	004
3	013636	001
3	013664	002
1	013684	001
1	013684	002
1	013684	003
1	013684	004
1	013684	005
1	013684	006
1	013684	007
1	013684	008
3	013718	001
3	013718	002
3	013731	001
1	013790	001
3	013927	001
3	013934	001
3	013935	002
1	013960	001
3	013993	001
3	013993	002
3	014005	002
3	014006	002
3	014103	001
3	014103	002
3	014103	003
3	014122	002
3	014127	001
1	014134	001
3	014169	001
3	014173	001
3	014214	002
3	014214	004
3	014214	005
3	014215	002
3	014217	002
3	014242	001
3	014295	001
3	014322	001
3	014322	002
3	014349	002
3	014359	001
3	014359	002
3	014368	002
3	014368	004
3	014394	001
1	014399	001
1	014399	003
1	014399	004
1	014399	005
1	014399	006
1	014399	007
3	014474	002
3	014474	004
3	014547	001
3	014547	002
3	014601	001
1	014602	001
3	014684	001
3	014684	002
3	014685	001
1	014691	002
3	014694	002
3	014694	003
3	014694	004
3	014696	001
3	014713	002
3	014713	004
3	014713	006
3	014713	007
3	014715	002
3	014715	003
3	014715	004
3	014715	005
3	014715	006
3	014738	001
3	014740	002
3	014740	004
3	014740	006
3	014762	001
3	014763	003
3	014763	004
3	014763	005
3	014763	007
3	014763	008
3	014764	001
3	014860	002
1	014879	001
3	014882	001
3	014882	002
1	014901	001
1	014901	002
1	015034	003
3	015072	002
3	015103	001
3	015103	002
3	015139	005
3	015139	006
1	015193	001
1	015197	001
1	015197	002
3	015229	002
1	015230	002
1	015296	001
3	015417	002
3	015417	003
3	015419	002
3	015426	001
3	015426	002
3	015438	001
3	015438	002
3	015500	002
3	015500	004
3	015500	005
3	015539	002
3	015539	004
3	015539	006
3	015539	008
3	015865	001
3	015868	001
3	015874	001
3	015874	002
3	015921	001
3	015921	002
3	015921	003
3	015921	004
3	015921	005
3	015921	006
3	015922	001
1	015923	001
3	016000	002
3	016001	001
3	016001	002
3	016008	001
3	016012	001
3	016012	002
3	016016	001
3	016016	002
3	016020	001
3	016023	002
3	016029	002
3	016029	003
3	016030	001
3	016030	002
3	016033	001
3	016042	002
1	016042	003
3	016047	001
3	016049	001
3	016053	002
3	016059	001
3	016059	002
3	016069	001
3	016080	001
3	016080	002
3	016080	003
3	016080	004
3	016080	005
3	016080	006
3	016080	007
1	016084	001
1	016084	002
3	016087	001
1	016092	001
3	016092	002
1	016093	001
3	016096	001
3	016097	001
3	016099	002
3	016110	001
3	016118	001
3	016118	002
3	016119	001
3	016126	001
3	016126	002
3	016131	002
3	016144	001
3	016149	002
1	016151	001
3	016161	002
3	016191	001
3	016191	002
3	016192	001
3	016192	002
3	016194	001
1	016199	001
3	016211	001
3	016224	001
3	016224	002
3	016224	003
3	016235	001
3	016245	001
3	016245	002
3	016249	001
1	016267	001
1	016267	002
3	016269	001
3	016269	002
3	016269	003
3	016269	004
3	016269	005
1	016269	006
1	016273	001
1	016273	002
1	016273	003
1	016295	001
1	016295	002
1	016295	003
1	016295	004
3	016297	001
1	016320	001
3	016320	002
1	016320	003
3	016320	004
3	016322	001
3	016322	002
1	016324	001
3	016324	002
3	016363	001
1	016366	001
1	016367	002
3	016379	001
2	016401	001
3	016402	001
3	016403	001
3	016403	002
3	016403	003
3	016418	001
3	016418	002
3	016418	003
3	016418	004
3	016418	009
3	016418	010
3	016419	001
1	016455	001
1	016466	001
1	016466	002
3	016472	002
3	016472	004
3	016472	005
3	016515	001
3	016515	002
3	016517	001
3	016517	002
3	016584	001
3	016584	002
3	016584	003
3	016584	004
3	016584	005
1	016608	001
1	016619	001
1	016620	001
1	016620	002
1	016620	003
3	016624	003
3	016636	001
3	016636	002
3	016636	003
3	016640	001
3	016640	003
3	016647	001
3	016649	001
3	016659	001
3	016666	001
3	016672	001
1	016673	001
1	016673	003
3	016675	001
1	016677	001
1	016677	004
1	016678	001
1	016679	001
3	016680	001
3	016680	002
3	016680	003
3	016680	004
1	016682	001
1	016683	001
1	016687	001
1	016689	001
3	016692	001
1	016693	001
1	016694	001
3	016695	001
3	016696	001
1	016697	001
3	016704	002
3	016705	001
3	016708	001
3	016709	001
3	016715	001
3	016715	002
3	016717	001
3	016721	001
3	016721	002
3	016723	001
3	016724	001
3	016725	001
3	016727	001
3	016729	001
1	016730	001
1	016730	002
3	016732	001
1	016733	001
1	016734	001
3	016740	001
1	016741	001
3	016749	001
1	016750	001
3	016755	001
3	016758	001
1	016762	001
1	016762	002
1	016762	003
1	016762	004
1	016762	005
1	016763	001
3	016765	001
3	016766	001
3	016768	002
3	016768	003
3	016769	001
1	016772	002
3	016774	001
3	016774	002
3	016774	003
3	016774	004
3	016775	001
3	016776	002
3	016776	003
3	016782	001
3	016783	001
1	016784	001
1	016785	001
3	016792	001
3	016792	002
3	016792	003
3	016793	001
3	016793	002
3	016793	003
3	016793	004
1	016796	001
3	016798	001
3	016798	002
3	016798	003
3	016798	005
3	016798	006
3	016798	007
3	016801	001
3	016801	002
3	016801	003
3	016801	004
3	016801	005
3	016803	001
3	016806	001
3	016807	001
3	016807	002
3	016807	003
3	016807	004
3	016807	005
3	016807	006
3	016809	002
1	016812	001
1	016812	002
1	016812	003
3	016813	001
3	016814	001
3	016818	006
3	016820	001
3	016822	001
3	016822	002
1	016822	003
1	016822	004
1	016822	005
1	016822	006
1	016822	007
3	016829	001
3	016830	001
1	016831	001
1	016831	002
1	016831	003
3	016832	001
3	016832	002
3	016832	003
3	016834	001
3	016844	001
3	016847	001
1	016848	001
1	016851	002
3	016852	001
3	016854	001
3	016860	001
3	016861	001
3	016862	002
3	016863	001
1	016885	001
3	016891	001
3	016904	001
3	016904	002
3	016908	002
1	016908	003
1	016909	002
3	016911	001
3	016911	002
3	016912	001
3	016912	002
3	016912	003
3	016912	004
3	016912	005
3	016912	006
3	016913	001
3	016913	002
3	016913	003
3	016913	004
3	016913	005
3	016921	001
3	016921	002
3	016923	001
3	016927	001
3	016928	003
3	016929	001
1	016931	001
3	016932	001
3	016936	001
3	016942	001
3	016943	001
3	016948	001
3	016948	002
3	016948	003
3	016949	001
3	016949	002
3	016954	001
1	016964	001
1	016964	004
1	016964	005
1	016964	006
1	016964	007
1	016964	008
1	016964	009
1	016964	010
1	016964	012
1	016964	013
1	016968	001
3	016979	001
3	016979	002
3	016980	001
3	016983	001
3	016987	001
3	016987	002
3	016987	003
3	016987	004
3	016987	006
3	016987	007
1	016988	001
3	016990	001
3	016996	001
3	016997	001
3	016998	002
1	017001	001
1	017001	002
3	017007	001
3	017007	002
3	017007	003
3	017007	004
3	017007	005
3	017007	006
3	017007	007
3	017007	008
3	017007	009
3	017007	010
1	017010	001
1	017011	001
3	017013	001
3	017015	001
3	017015	002
3	017016	004
1	017016	006
1	017016	007
3	017016	009
3	017016	010
3	017016	011
3	017020	001
3	017020	002
3	017020	003
3	017020	004
3	017020	005
3	017027	001
3	017027	002
3	017027	003
3	017027	004
3	017027	005
3	017027	006
3	017027	007
3	017027	008
3	017027	009
3	017027	010
3	017027	011
1	017029	001
3	017029	002
1	017029	003
1	017029	004
1	017029	010
1	017029	013
1	017029	014
1	017029	015
1	017029	016
1	017029	019
1	017029	020
3	017031	001
3	017033	001
3	017033	002
3	017033	003
3	017033	004
3	017036	001
1	017037	001
1	017037	002
1	017037	003
3	017037	013
3	017038	001
3	017042	001
3	017045	001
3	017046	001
3	017046	002
3	017047	001
3	017048	001
3	017054	001
3	017054	002
3	017055	001
3	017055	002
3	017055	003
1	017057	001
1	017057	002
1	017058	001
3	017059	001
1	017060	001
3	017063	001
3	017064	001
3	017064	002
3	017064	003
3	017064	004
3	017064	005
3	017064	006
3	017064	015
3	017064	016
3	017064	017
3	017064	018
3	017064	019
3	017067	001
1	017067	002
3	017067	003
3	017067	004
1	017078	001
1	017078	002
1	017078	003
3	017079	001
3	017084	001
3	017087	001
3	017090	001
3	017090	002
3	017090	003
3	017090	004
3	017098	001
1	017100	001
3	017105	001
3	017105	002
3	017105	003
3	017105	004
3	017105	005
3	017105	006
1	017105	007
3	017105	008
1	017106	001
1	017106	002
1	017106	003
1	017106	004
3	017108	001
3	017108	002
3	017108	003
3	017108	004
3	017109	001
3	017111	001
3	017111	002
3	017111	003
3	017111	004
3	017111	005
3	017111	006
3	017111	007
3	017111	008
1	017116	002
3	017118	001
3	017122	001
3	017122	002
3	017129	001
3	017130	001
3	017130	002
3	017130	003
3	017130	004
3	017243	002
1	017243	003
3	017244	001
3	017247	001
3	017247	002
3	017255	001
3	017256	001
3	017256	002
3	017257	001
3	017262	002
3	017264	002
3	017269	001
1	017279	001
3	017283	001
1	017284	001
1	017284	002
3	017313	001
3	017315	001
3	017316	001
3	017316	002
3	017318	001
3	017321	001
3	017321	002
3	017321	003
3	017322	001
3	017339	001
1	017340	001
3	017343	001
3	017346	001
3	017346	002
3	017346	003
3	017346	004
3	017346	005
3	017346	006
1	017351	001
3	017352	001
1	017354	001
1	017355	001
1	017362	002
3	017364	001
3	017366	001
3	017369	001
3	017369	002
3	017371	001
3	017371	002
3	017371	003
1	017373	001
3	017374	001
1	017376	001
1	017376	002
1	017377	001
1	017377	002
1	017378	001
1	017378	002
1	017381	001
3	017385	001
1	017386	001
1	017386	002
1	017386	003
3	017388	001
3	017388	002
3	017390	001
3	017391	001
3	017395	001
3	017395	002
3	017395	003
1	017398	001
3	017405	001
3	017406	001
1	017407	001
1	017407	002
1	017407	003
3	017408	001
3	017411	001
3	017412	001
3	017412	002
3	017413	001
3	017415	001
3	017421	002
1	017422	001
3	017423	001
3	017424	001
3	017425	001
3	017425	002
1	017426	001
1	017427	001
1	017428	001
3	017430	001
3	017431	001
1	017433	001
1	017433	002
3	017434	001
3	017438	001
3	017439	001
3	017439	002
1	017441	001
1	017442	001
1	017442	002
1	017442	003
1	017443	001
1	017443	002
1	017443	003
3	017446	001
1	017447	001
1	017447	002
2	017450	002
3	017451	001
