SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
050,09,001,Connecticut,Fairfield County,1,11,58723,27998,30725,24736,26643,2219,2953,27,46,853,900,17,13,146,170,25887,28347,22772,24441,2120,2829,19,34,846,887,9,5,121,151,2111,2378,1964,2202,99,124,8,12,7,13,8,8,25,19
050,09,001,Connecticut,Fairfield County,1,12,46598,22298,24300,19899,21313,1706,2257,34,38,559,573,9,12,91,107,20908,22559,18608,19670,1646,2187,23,27,550,569,4,8,77,98,1390,1741,1291,1643,60,70,11,11,9,4,5,4,14,9
050,09,001,Connecticut,Fairfield County,1,13,35009,16463,18546,14608,16159,1368,1868,21,35,403,386,2,6,61,92,15453,17228,13660,14948,1324,1798,18,24,398,379,0,5,53,74,1010,1318,948,1211,44,70,3,11,5,7,2,1,8,18
050,09,001,Connecticut,Fairfield County,1,14,30839,14285,16554,12931,14775,1012,1387,13,12,270,314,1,3,58,63,13597,15649,12284,13926,984,1348,9,8,268,311,0,2,52,54,688,905,647,849,28,39,4,4,2,3,1,1,6,9
050,09,001,Connecticut,Fairfield County,1,15,28873,12733,16140,11817,14752,683,1085,13,23,176,214,2,5,42,61,12316,15442,11431,14107,657,1048,11,16,175,212,1,4,41,55,417,698,386,645,26,37,2,7,1,2,1,1,1,6
050,09,001,Connecticut,Fairfield County,1,16,24417,10019,14398,9422,13373,448,858,8,13,99,119,5,1,37,34,9757,13937,9178,12949,436,832,7,8,99,119,2,0,35,29,262,461,244,424,12,26,1,5,0,0,3,1,2,5
050,09,001,Connecticut,Fairfield County,1,17,17450,6377,11073,6077,10509,219,470,6,4,56,67,2,0,17,23,6230,10809,5942,10258,211,462,5,4,56,66,2,0,14,19,147,264,135,251,8,8,1,0,0,1,0,0,3,4
050,09,001,Connecticut,Fairfield County,1,18,15591,4245,11346,4055,10775,151,496,5,12,24,38,1,1,9,24,4142,11111,3956,10558,148,484,4,7,24,38,1,1,9,23,103,235,99,217,3,12,1,5,0,0,0,0,0,1
050,09,001,Connecticut,Fairfield County,1,99,882622,426162,456460,362476,384014,43373,51443,1060,1016,14768,15209,306,296,4179,4482,373213,404564,314373,337335,40172,47841,529,568,14563,14985,142,135,3434,3700,52949,51896,48103,46679,3201,3602,531,448,205,224,164,161,745,782
050,09,001,Connecticut,Fairfield County,2,0,12508,6445,6063,5188,4809,834,787,24,20,253,267,7,5,139,175,5369,5012,4252,3918,743,678,10,10,245,262,1,3,118,141,1076,1051,936,891,91,109,14,10,8,5,6,2,21,34
050,09,001,Connecticut,Fairfield County,2,1,51438,26400,25038,21276,19984,3377,3244,89,75,1009,1118,24,26,625,591,22341,21187,17756,16684,3022,2855,42,41,985,1099,16,7,520,501,4059,3851,3520,3300,355,389,47,34,24,19,8,19,105,90
050,09,001,Connecticut,Fairfield County,2,2,66912,34321,32591,27837,26122,4583,4523,92,91,1142,1170,27,36,640,649,29301,27785,23472,21977,4112,4049,42,50,1115,1149,10,11,550,549,5020,4806,4365,4145,471,474,50,41,27,21,17,25,90,100
050,09,001,Connecticut,Fairfield County,2,3,62602,32036,30566,25953,24464,4443,4440,87,87,1016,1010,27,23,510,542,27372,26094,21825,20533,4058,4072,48,44,994,990,11,11,436,444,4664,4472,4128,3931,385,368,39,43,22,20,16,12,74,98
050,09,001,Connecticut,Fairfield County,2,4,51154,26367,24787,20883,19634,3987,3809,99,73,987,911,30,19,381,341,21626,20719,16612,15977,3688,3535,43,35,964,887,14,7,305,278,4741,4068,4271,3657,299,274,56,38,23,24,16,12,76,63
050,09,001,Connecticut,Fairfield County,2,5,43177,21844,21333,17450,16491,3043,3464,98,84,950,951,29,29,274,314,16355,16792,12393,12423,2782,3136,36,41,935,931,14,16,195,245,5489,4541,5057,4068,261,328,62,43,15,20,15,13,79,69
050,09,001,Connecticut,Fairfield County,2,6,51191,25229,25962,20227,20115,2953,3838,114,79,1655,1611,24,34,256,285,19761,21129,15197,15783,2681,3472,39,38,1645,1598,8,20,191,218,5468,4833,5030,4332,272,366,75,41,10,13,16,14,65,67
050,09,001,Connecticut,Fairfield County,2,7,66722,32311,34411,27128,28090,3162,4281,97,94,1657,1649,28,23,239,274,26947,29300,22170,23459,2909,3941,48,48,1639,1628,12,8,169,216,5364,5111,4958,4631,253,340,49,46,18,21,16,15,70,58
050,09,001,Connecticut,Fairfield County,2,8,78233,37820,40413,32453,33828,3511,4573,104,108,1491,1562,20,28,241,314,32950,35508,27968,29337,3260,4312,48,51,1477,1547,6,9,191,252,4870,4905,4485,4491,251,261,56,57,14,15,14,19,50,62
050,09,001,Connecticut,Fairfield County,2,9,76228,37198,39030,32374,33224,3163,4105,97,85,1270,1340,26,15,268,261,33366,35162,28845,29679,2980,3899,49,46,1260,1322,17,10,215,206,3832,3868,3529,3545,183,206,48,39,10,18,9,5,53,55
050,09,001,Connecticut,Fairfield County,2,10,65402,31964,33438,28064,28908,2614,3118,67,66,1005,1123,25,18,189,205,29222,30561,25565,26271,2454,2959,34,43,992,1106,14,7,163,175,2742,2877,2499,2637,160,159,33,23,13,17,11,11,26,30
050,09,001,Connecticut,Fairfield County,2,11,59348,28293,31055,24965,26896,2258,3004,32,48,869,917,17,14,152,176,26140,28629,22967,24653,2156,2875,22,36,862,904,9,5,124,156,2153,2426,1998,2243,102,129,10,12,7,13,8,9,28,20
050,09,001,Connecticut,Fairfield County,2,12,46872,22429,24443,20012,21421,1714,2273,36,38,570,589,9,12,88,110,21018,22677,18701,19755,1654,2202,25,27,561,585,4,8,73,100,1411,1766,1311,1666,60,71,11,11,9,4,5,4,15,10
050,09,001,Connecticut,Fairfield County,2,13,35147,16534,18613,14660,16210,1377,1876,22,35,411,394,2,6,62,92,15511,17280,13700,14984,1332,1806,19,24,406,387,0,5,54,74,1023,1333,960,1226,45,70,3,11,5,7,2,1,8,18
050,09,001,Connecticut,Fairfield County,2,14,30780,14263,16517,12897,14725,1020,1394,14,12,272,318,1,3,59,65,13571,15604,12245,13869,992,1354,10,8,270,315,0,2,54,56,692,913,652,856,28,40,4,4,2,3,1,1,5,9
050,09,001,Connecticut,Fairfield County,2,15,28873,12750,16123,11824,14728,690,1087,13,23,179,216,2,5,42,64,12326,15416,11432,14075,663,1049,11,16,178,214,1,4,41,58,424,707,392,653,27,38,2,7,1,2,1,1,1,6
050,09,001,Connecticut,Fairfield County,2,16,24496,10065,14431,9456,13393,453,866,8,13,101,121,5,1,42,37,9798,13963,9207,12963,441,840,7,8,101,121,2,0,40,31,267,468,249,430,12,26,1,5,0,0,3,1,2,6
050,09,001,Connecticut,Fairfield County,2,17,17591,6445,11146,6140,10578,221,473,6,4,57,68,2,0,19,23,6295,10877,6002,10322,213,465,5,4,57,67,2,0,16,19,150,269,138,256,8,8,1,0,0,1,0,0,3,4
050,09,001,Connecticut,Fairfield County,2,18,15690,4286,11404,4093,10833,151,497,5,12,25,39,1,1,11,22,4182,11166,3993,10613,148,485,4,7,25,39,1,1,11,21,104,238,100,220,3,12,1,5,0,0,0,0,0,1
050,09,001,Connecticut,Fairfield County,2,99,884364,427000,457364,362880,384453,43554,51652,1104,1047,14919,15374,306,298,4237,4540,373451,404861,314302,337275,40288,47984,542,577,14711,15151,142,134,3466,3740,53549,52503,48578,47178,3266,3668,562,470,208,223,164,164,771,800
050,09,001,Connecticut,Fairfield County,3,0,12294,6332,5962,5129,4757,726,722,12,13,264,281,5,3,196,186,5204,4902,4123,3803,654,663,4,7,258,278,2,2,163,149,1128,1060,1006,954,72,59,8,6,6,3,3,1,33,37
050,09,001,Connecticut,Fairfield County,3,1,50647,26004,24643,20923,19587,3333,3189,80,68,1009,1157,28,23,631,619,21892,20652,17372,16188,2957,2768,35,36,990,1135,15,8,523,517,4112,3991,3551,3399,376,421,45,32,19,22,13,15,108,102
050,09,001,Connecticut,Fairfield County,3,2,66719,34062,32657,27587,26188,4473,4409,99,99,1226,1226,19,28,658,707,28990,27841,23189,22037,3995,3944,38,48,1199,1207,11,8,558,597,5072,4816,4398,4151,478,465,61,51,27,19,8,20,100,110
050,09,001,Connecticut,Fairfield County,3,3,64712,33258,31454,26965,25080,4567,4546,97,97,1054,1090,29,34,546,607,28333,26737,22648,20969,4140,4147,49,48,1030,1065,10,14,456,494,4925,4717,4317,4111,427,399,48,49,24,25,19,20,90,113
050,09,001,Connecticut,Fairfield County,3,4,53617,27627,25990,21990,20661,4056,3911,117,92,1011,933,36,25,417,368,22657,21790,17545,16902,3726,3633,57,41,988,910,13,12,328,292,4970,4200,4445,3759,330,278,60,51,23,23,23,13,89,76
050,09,001,Connecticut,Fairfield County,3,5,42614,21634,20980,16970,16078,3255,3502,122,95,946,964,34,25,307,316,16055,16282,11890,11909,2968,3138,42,40,935,937,14,11,206,247,5579,4698,5080,4169,287,364,80,55,11,27,20,14,101,69
050,09,001,Connecticut,Fairfield County,3,6,48790,24230,24560,19270,18819,2858,3686,116,77,1686,1628,25,31,275,319,18495,19673,14019,14481,2569,3299,35,34,1670,1608,7,13,195,238,5735,4887,5251,4338,289,387,81,43,16,20,18,18,80,81
050,09,001,Connecticut,Fairfield County,3,7,65287,31696,33591,26326,27079,3183,4276,110,111,1772,1787,37,32,268,306,26119,28320,21203,22360,2924,3900,48,50,1748,1765,12,13,184,232,5577,5271,5123,4719,259,376,62,61,24,22,25,19,84,74
050,09,001,Connecticut,Fairfield County,3,8,77191,37258,39933,31769,33304,3522,4544,106,116,1575,1615,28,21,258,333,32120,34755,27065,28585,3248,4257,45,49,1559,1600,9,5,194,259,5138,5178,4704,4719,274,287,61,67,16,15,19,16,64,74
050,09,001,Connecticut,Fairfield County,3,9,77647,37796,39851,32775,33685,3257,4324,106,90,1336,1443,21,16,301,293,33644,35712,28975,29897,3054,4102,52,48,1315,1422,13,8,235,235,4152,4139,3800,3788,203,222,54,42,21,21,8,8,66,58
050,09,001,Connecticut,Fairfield County,3,10,67426,32958,34468,28898,29742,2687,3278,65,72,1065,1127,30,20,213,229,29982,31376,26195,26954,2512,3078,27,41,1054,1112,16,7,178,184,2976,3092,2703,2788,175,200,38,31,11,15,14,13,35,45
050,09,001,Connecticut,Fairfield County,3,11,60873,29174,31699,25645,27446,2381,3047,41,54,911,953,17,16,179,183,26901,29188,23571,25122,2252,2920,24,40,900,936,9,9,145,161,2273,2511,2074,2324,129,127,17,14,11,17,8,7,34,22
050,09,001,Connecticut,Fairfield County,3,12,47885,22838,25047,20312,21814,1767,2394,29,38,622,673,11,14,97,114,21300,23137,18884,20020,1705,2317,19,25,607,667,6,8,79,100,1538,1910,1428,1794,62,77,10,13,15,6,5,6,18,14
050,09,001,Connecticut,Fairfield County,3,13,35669,16852,18817,14903,16376,1441,1889,26,34,416,417,4,3,62,98,15776,17456,13901,15132,1391,1814,21,18,410,410,0,3,53,79,1076,1361,1002,1244,50,75,5,16,6,7,4,0,9,19
050,09,001,Connecticut,Fairfield County,3,14,30196,13982,16214,12537,14305,1066,1489,14,14,303,331,2,3,60,72,13244,15238,11844,13395,1038,1440,8,8,301,329,0,2,53,64,738,976,693,910,28,49,6,6,2,2,2,1,7,8
050,09,001,Connecticut,Fairfield County,3,15,28882,12865,16017,11905,14636,714,1064,14,26,190,225,2,3,40,63,12391,15263,11458,13934,693,1032,12,16,188,224,1,2,39,55,474,754,447,702,21,32,2,10,2,1,1,1,1,8
050,09,001,Connecticut,Fairfield County,3,16,24425,10074,14351,9445,13281,463,893,8,11,115,132,4,1,39,33,9796,13870,9187,12841,447,863,7,6,115,132,2,0,38,28,278,481,258,440,16,30,1,5,0,0,2,1,1,5
050,09,001,Connecticut,Fairfield County,3,17,18095,6656,11439,6335,10836,232,486,3,9,62,77,2,0,22,31,6509,11123,6199,10538,225,476,2,7,62,76,2,0,19,26,147,316,136,298,7,10,1,2,0,1,0,0,3,5
050,09,001,Connecticut,Fairfield County,3,18,16094,4445,11649,4256,11068,148,502,6,10,25,43,1,1,9,25,4335,11404,4154,10843,142,489,4,6,25,42,1,1,9,23,110,245,102,225,6,13,2,4,0,1,0,0,0,2
050,09,001,Connecticut,Fairfield County,3,99,889063,429741,459322,363940,384742,44129,52151,1171,1126,15588,16102,335,299,4578,4902,373743,404719,313422,335910,40640,48280,529,568,15354,15855,143,126,3655,3980,55998,54603,50518,48832,3489,3871,642,558,234,247,192,173,923,922
050,09,001,Connecticut,Fairfield County,4,0,11972,6156,5816,4854,4617,734,712,25,24,341,264,6,6,196,193,4938,4668,3779,3599,653,640,16,16,332,256,2,3,156,154,1218,1148,1075,1018,81,72,9,8,9,8,4,3,40,39
050,09,001,Connecticut,Fairfield County,4,1,49822,25589,24233,20639,19200,3107,3051,90,57,1054,1223,27,29,672,673,21400,20202,16988,15737,2774,2660,33,30,1036,1207,14,10,555,558,4189,4031,3651,3463,333,391,57,27,18,16,13,19,117,115
050,09,001,Connecticut,Fairfield County,4,2,66286,33875,32411,27311,25915,4432,4302,104,110,1284,1309,24,33,720,742,28632,27607,22791,21802,3940,3836,33,45,1251,1288,11,10,606,626,5243,4804,4520,4113,492,466,71,65,33,21,13,23,114,116
050,09,001,Connecticut,Fairfield County,4,3,66517,34192,32325,27734,25750,4640,4639,106,105,1084,1148,40,33,588,650,29049,27393,23260,21478,4186,4213,47,49,1055,1115,12,12,489,526,5143,4932,4474,4272,454,426,59,56,29,33,28,21,99,124
050,09,001,Connecticut,Fairfield County,4,4,55357,28511,26846,22699,21409,4177,3983,129,86,1018,946,37,25,451,397,23442,22429,18216,17482,3806,3662,63,32,994,923,13,11,350,319,5069,4417,4483,3927,371,321,66,54,24,23,24,14,101,78
050,09,001,Connecticut,Fairfield County,4,5,42890,21952,20938,17081,15840,3280,3662,129,97,1049,984,47,31,366,324,15973,16130,11657,11587,2979,3284,43,41,1025,958,20,18,249,242,5979,4808,5424,4253,301,378,86,56,24,26,27,13,117,82
050,09,001,Connecticut,Fairfield County,4,6,48124,24149,23975,19012,18238,2945,3566,122,99,1754,1714,33,30,283,328,18267,18912,13682,13749,2625,3182,25,44,1733,1691,17,11,185,235,5882,5063,5330,4489,320,384,97,55,21,23,16,19,98,93
050,09,001,Connecticut,Fairfield County,4,7,63578,30891,32687,25370,25948,3138,4271,122,116,1930,1979,37,33,294,340,25141,27230,20121,21142,2845,3834,54,41,1909,1951,12,13,200,249,5750,5457,5249,4806,293,437,68,75,21,28,25,20,94,91
050,09,001,Connecticut,Fairfield County,4,8,75457,36368,39089,30879,32414,3429,4537,114,122,1653,1648,28,29,265,339,30970,33707,25953,27525,3152,4231,37,51,1631,1634,11,10,186,256,5398,5382,4926,4889,277,306,77,71,22,14,17,19,79,83
050,09,001,Connecticut,Fairfield County,4,9,78514,38167,40347,32923,34020,3375,4383,120,98,1436,1500,19,20,294,326,33710,35855,28841,29935,3169,4140,53,47,1415,1473,11,11,221,249,4457,4492,4082,4085,206,243,67,51,21,27,8,9,73,77
050,09,001,Connecticut,Fairfield County,4,10,69470,33924,35546,29673,30543,2801,3473,73,78,1112,1172,28,21,237,259,30721,32171,26785,27498,2601,3263,30,35,1098,1156,17,8,190,211,3203,3375,2888,3045,200,210,43,43,14,16,11,13,47,48
050,09,001,Connecticut,Fairfield County,4,11,59440,28740,30700,25102,26447,2430,2993,52,60,958,1011,22,19,176,170,26317,28152,22910,24110,2283,2847,30,42,948,996,12,11,134,146,2423,2548,2192,2337,147,146,22,18,10,15,10,8,42,24
050,09,001,Connecticut,Fairfield County,4,12,51125,24304,26821,21699,23365,1826,2551,31,38,628,719,10,19,110,129,22651,24772,20171,21447,1757,2468,17,24,614,711,5,12,87,110,1653,2049,1528,1918,69,83,14,14,14,8,5,7,23,19
050,09,001,Connecticut,Fairfield County,4,13,36757,17325,19432,15265,16884,1505,1926,24,39,455,491,3,4,73,88,16218,17989,14243,15557,1448,1849,15,25,449,483,0,4,63,71,1107,1443,1022,1327,57,77,9,14,6,8,3,0,10,17
050,09,001,Connecticut,Fairfield County,4,14,29738,13745,15993,12272,14026,1062,1533,16,12,335,341,1,3,59,78,12928,14955,11507,13066,1031,1479,11,6,332,337,0,1,47,66,817,1038,765,960,31,54,5,6,3,4,1,2,12,12
050,09,001,Connecticut,Fairfield County,4,15,28266,12637,15629,11623,14186,745,1105,17,17,208,256,2,5,42,60,12122,14876,11141,13486,721,1070,14,11,206,254,1,3,39,52,515,753,482,700,24,35,3,6,2,2,1,2,3,8
050,09,001,Connecticut,Fairfield County,4,16,24510,10268,14242,9620,13162,481,893,8,10,118,137,5,1,36,39,9960,13729,9334,12694,466,861,7,4,118,137,2,0,33,33,308,513,286,468,15,32,1,6,0,0,3,1,3,6
050,09,001,Connecticut,Fairfield County,4,17,18416,6822,11594,6469,10966,256,503,5,9,62,86,4,0,26,30,6653,11275,6313,10664,249,493,4,8,62,85,2,0,23,25,169,319,156,302,7,10,1,1,0,1,2,0,3,5
050,09,001,Connecticut,Fairfield County,4,18,16661,4735,11926,4532,11325,156,506,7,8,30,54,1,2,9,31,4615,11663,4420,11083,149,495,6,5,30,52,1,1,9,27,120,263,112,242,7,11,1,3,0,2,0,1,0,4
050,09,001,Connecticut,Fairfield County,4,99,892900,432350,460550,364757,384255,44519,52589,1294,1185,16509,16982,374,343,4897,5196,373707,403715,312112,333641,40834,48507,538,556,16238,16707,163,149,3822,4155,58643,56835,52645,50614,3685,4082,756,629,271,275,211,194,1075,1041
050,09,001,Connecticut,Fairfield County,5,0,12170,6288,5882,5016,4606,761,714,39,45,271,291,9,20,192,206,4990,4644,3930,3570,621,596,31,38,259,276,3,3,146,161,1298,1238,1086,1036,140,118,8,7,12,15,6,17,46,45
050,09,001,Connecticut,Fairfield County,5,1,49438,25393,24045,20286,18940,3074,3001,96,82,1192,1245,26,25,719,752,21032,19858,16494,15299,2733,2664,41,37,1168,1223,8,8,588,627,4361,4187,3792,3641,341,337,55,45,24,22,18,17,131,125
050,09,001,Connecticut,Fairfield County,5,2,65627,33435,32192,26871,25676,4317,4258,110,107,1331,1372,28,28,778,751,28183,27330,22363,21548,3830,3742,33,41,1290,1353,14,10,653,636,5252,4862,4508,4128,487,516,77,66,41,19,14,18,125,115
050,09,001,Connecticut,Fairfield County,5,3,67827,34939,32888,28222,26134,4794,4743,108,109,1121,1159,37,37,657,706,29549,27815,23558,21786,4306,4283,38,45,1087,1132,14,11,546,558,5390,5073,4664,4348,488,460,70,64,34,27,23,26,111,148
050,09,001,Connecticut,Fairfield County,5,4,56303,28925,27378,23098,21719,4155,4093,144,114,1012,965,33,23,483,464,23743,22753,18540,17654,3774,3748,63,35,983,940,12,10,371,366,5182,4625,4558,4065,381,345,81,79,29,25,21,13,112,98
050,09,001,Connecticut,Fairfield County,5,5,43789,22460,21329,17361,16123,3460,3726,141,91,1092,1020,46,26,360,343,16345,16400,11846,11782,3140,3328,38,36,1068,991,18,13,235,250,6115,4929,5515,4341,320,398,103,55,24,29,28,13,125,93
050,09,001,Connecticut,Fairfield County,5,6,47702,23994,23708,18775,17908,2941,3597,144,105,1771,1715,34,26,329,357,17852,18377,13263,13242,2591,3150,34,38,1742,1685,11,10,211,252,6142,5331,5512,4666,350,447,110,67,29,30,23,16,118,105
050,09,001,Connecticut,Fairfield County,5,7,61602,30019,31583,24249,24760,3164,4263,139,131,2100,2042,40,31,327,356,24105,26045,18909,19900,2838,3829,58,42,2074,2008,15,10,211,256,5914,5538,5340,4860,326,434,81,89,26,34,25,21,116,100
050,09,001,Connecticut,Fairfield County,5,8,73710,35576,38134,29971,31398,3436,4439,109,137,1741,1774,33,31,286,355,30032,32585,24944,26391,3145,4113,32,50,1712,1758,7,11,192,262,5544,5549,5027,5007,291,326,77,87,29,16,26,20,94,93
050,09,001,Connecticut,Fairfield County,5,9,78520,38030,40490,32763,33959,3384,4492,134,101,1436,1589,20,31,293,318,33231,35757,28381,29671,3154,4231,54,42,1414,1561,9,14,219,238,4799,4733,4382,4288,230,261,80,59,22,28,11,17,74,80
050,09,001,Connecticut,Fairfield County,5,10,71631,34953,36678,30433,31374,2941,3693,92,91,1198,1212,33,25,256,283,31545,32986,27364,28051,2751,3467,38,41,1179,1194,15,11,198,222,3408,3692,3069,3323,190,226,54,50,19,18,18,14,58,61
050,09,001,Connecticut,Fairfield County,5,11,59633,28929,30704,25238,26353,2452,3025,69,60,964,1053,19,16,187,197,26402,28074,22977,23948,2288,2877,34,42,951,1033,7,9,145,165,2527,2630,2261,2405,164,148,35,18,13,20,12,7,42,32
050,09,001,Connecticut,Fairfield County,5,12,51859,24659,27200,21887,23638,1945,2602,34,39,669,774,13,15,111,132,22859,25013,20230,21606,1863,2503,20,22,656,767,7,8,83,107,1800,2187,1657,2032,82,99,14,17,13,7,6,7,28,25
050,09,001,Connecticut,Fairfield County,5,13,38840,18347,20493,16212,17822,1538,2016,26,44,488,517,2,6,81,88,17181,18974,15140,16414,1474,1949,16,27,481,509,0,5,70,70,1166,1519,1072,1408,64,67,10,17,7,8,2,1,11,18
050,09,001,Connecticut,Fairfield County,5,14,29854,13800,16054,12297,13999,1087,1586,16,18,342,365,2,4,56,82,12963,14934,11510,12980,1058,1509,12,11,337,361,0,2,46,71,837,1120,787,1019,29,77,4,7,5,4,2,2,10,11
050,09,001,Connecticut,Fairfield County,5,15,27537,12234,15303,11197,13761,766,1175,14,17,218,283,1,5,38,62,11681,14563,10685,13072,735,1145,11,11,214,281,0,2,36,52,553,740,512,689,31,30,3,6,4,2,1,3,2,10
050,09,001,Connecticut,Fairfield County,5,16,24616,10309,14307,9608,13195,513,898,9,17,138,155,5,0,36,42,9999,13752,9321,12682,498,869,7,9,138,155,2,0,33,37,310,555,287,513,15,29,2,8,0,0,3,0,3,5
050,09,001,Connecticut,Fairfield County,5,17,18541,7007,11534,6639,10876,273,523,5,9,66,95,4,0,20,31,6809,11175,6457,10538,263,511,3,7,66,94,2,0,18,25,198,359,182,338,10,12,2,2,0,1,2,0,2,6
050,09,001,Connecticut,Fairfield County,5,18,17143,4928,12215,4715,11590,165,518,5,7,32,61,1,2,10,37,4786,11946,4582,11340,158,509,4,5,32,59,1,1,9,32,142,269,133,250,7,9,1,2,0,2,0,1,1,5
050,09,001,Connecticut,Fairfield County,5,99,896342,434225,462117,364838,383831,45166,53362,1434,1324,17182,17687,386,351,5219,5562,373287,402981,310494,331474,41220,49023,567,579,16851,17380,145,138,4010,4387,60938,59136,54344,52357,3946,4339,867,745,331,307,241,213,1209,1175
050,09,001,Connecticut,Fairfield County,6,0,11930,6104,5826,4782,4608,728,698,41,33,339,270,8,3,206,214,4819,4622,3680,3566,615,590,27,27,333,267,5,2,159,170,1285,1204,1102,1042,113,108,14,6,6,3,3,1,47,44
050,09,001,Connecticut,Fairfield County,6,1,48978,25267,23711,20127,18595,3041,2919,120,92,1167,1246,30,37,782,822,20628,19379,16107,14846,2682,2593,62,57,1137,1207,9,6,631,670,4639,4332,4020,3749,359,326,58,35,30,39,21,31,151,152
050,09,001,Connecticut,Fairfield County,6,2,65090,33295,31795,26663,25157,4258,4248,118,116,1395,1449,25,40,836,785,27969,26810,22145,20981,3725,3693,33,37,1355,1423,17,12,694,664,5326,4985,4518,4176,533,555,85,79,40,26,8,28,142,121
050,09,001,Connecticut,Fairfield County,6,3,68309,35098,33211,28351,26431,4750,4682,109,119,1193,1182,34,41,661,756,29579,27911,23580,21920,4238,4188,42,47,1163,1154,9,8,547,594,5519,5300,4771,4511,512,494,67,72,30,28,25,33,114,162
