unit,isced11,sex,age,time\geo	EU27_2020 	EU28 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	AT 	PL 	PT 	RO 	SI 	SK 	FI 	SE 	IS 	NO 	UK 	TR 
PC,ED0-2,M,Y18-24,2014	2.8 	2.9 e	0 	1.1 	0 u	11.9 u	8.4 	2.0 	3.4 u	0 u	1.9 	0 u	2.4 	4.3 u	4.9 	2.7 u	4.6 u	1.4 	1.6 	2.1 	1.2 	2.2 	0.2 	3.2 u	0 	: u	2.9 	1.7 	2.4 	4.1 u	1.3 
PC,ED0-2,M,Y18-44,2014	3.8 	4.2 e	3.6 	2.0 	0.4 	10.5 	8.4 	3.1 	5.6 	2.8 	2.4 	0 	2.6 	0.9 	9.4 	17.9 	7.6 	6.7 	3.8 	1.8 	4.0 	9.0 	10.0 	1.0 	0.7 	17.0 u	2.7 	1.7 	2.2 	10.1 	2.0 
PC,ED0-2,M,Y18-64,2014	4.9 	5.5 e	7.5 	4.3 	1.0 	12.8 	7.7 	3.4 	6.6 	3.1 	4.3 	2.7 	4.0 	1.9 	9.8 	19.4 	8.0 	10.6 	5.5 	1.0 	5.8 	11.6 	12.6 	4.9 	3.0 	10.8 	2.5 	1.9 	1.7 	13.6 	2.1 
PC,ED0-2,M,Y25-34,2014	3.9 	4.4 e	4.0 	0.8 	: u	8.0 u	8.4 	4.0 	7.0 u	8.4 	2.2 	0 u	2.6 	0 u	10.7 	28.7 u	9.5 u	10.6 	3.9 	1.3 	6.2 	7.0 	11.9 	0 u	0 u	: u	1.5 	1.3 	2.4 	10.6 	1.9 
PC,ED0-2,M,Y25-64,2014	5.2 	5.9 e	8.3 	4.9 	1.6 	13.1 	7.5 	3.7 	7.2 	3.3 	4.7 	3.1 	4.1 	1.7 	11.0 	26.1 	8.7 	13.5 	5.8 	0.6 	7.7 	12.6 	14.8 	5.1 	4.5 	9.4 	2.4 	1.9 	1.4 	14.7 	2.2 
PC,ED0-2,M,Y35-44,2014	4.4 	5.0 e	5.4 	4.3 	1.6 u	10.5 u	8.5 	2.9 	7.1 	1.0 	2.8 	0 u	2.6 	0 u	11.5 	27.6 u	9.5 	9.6 	4.9 	1.5 	7.7 	13.0 	15.0 	0 u	3.4 u	: u	3.2 	2.2 	1.6 	13.1 	2.4 
PC,ED0-2,M,Y45-54,2014	5.5 	6.2 e	5.6 	7.6 	: u	16.0 	7.6 	2.8 	9.3 	3.8 	6.1 	4.3 	3.3 	4.4 	7.9 u	: u	8.2 	20.0 u	6.9 	0 	7.6 	13.0 	18.9 	5.5 	4.4 u	12.0 	2.2 	1.3 	0 	15.3 	2.6 
PC,ED0-2,M,Y45-64,2014	6.0 	6.8 e	10.2 	7.3 	2.3 u	15.4 	6.9 	4.0 	7.2 	3.2 	6.5 	5.0 	5.0 	2.4 	10.8 	23.1 u	8.3 	17.2 	6.7 	0 	8.1 	13.8 	16.2 	7.5 	7.9 	8.7 	2.3 	2.2 	0.8 	17.0 	2.3 
PC,ED0-2,M,Y55-64,2014	6.5 	7.3 e	14.4 	7.0 	3.4 u	15.1 	6.0 	5.0 	5.5 	2.8 	6.9 	5.4 	6.8 	0.8 	12.5 u	15.6 u	8.4 	15.4 	6.6 	0 	8.3 	14.6 	14.6 	9.6 	10.3 u	7.0 	2.4 	3.2 	1.6 	18.9 	1.7 
PC,ED0-2,M,Y65-74,2014	4.7 	5.3 e	4.5 	2.4 	3.6 u	6.1 	3.7 	1.2 	5.4 	2.0 	5.4 	6.7 	7.1 	0.3 	7.1 	5.7 	3.4 	14.4 u	5.9 	0 	2.4 	10.4 	9.2 	1.8 	8.0 u	2.1 	1.9 	0 	1.8 	11.9 	0.7 
PC,ED0-2,M,Y_GE18,2014	4.5 	5.0 e	5.9 	3.6 	1.0 	10.3 	6.4 	2.8 	5.7 	2.5 	4.2 	3.2 	4.6 	1.3 	8.5 	12.6 	7.1 	10.7 	5.4 	0.9 	4.4 	11.2 	10.5 	4.8 	3.8 	6.1 	2.1 	1.5 	1.6 	11.8 	1.9 
PC,ED0-2,M,Y_GE65,2014	3.7 	4.1 e	2.8 	2.3 	1.2 	5.3 	3.4 	1.1 	4.2 	1.8 	3.7 	4.3 	5.6 	0.2 	5.8 	5.4 	4.5 	11.0 	5.0 	0.6 	1.4 	10.3 	6.9 	4.6 	6.4 	1.3 	1.4 	0 	1.1 	8.7 	0.7 
PC,ED0-2,M,Y_GE75,2014	2.6 	2.9 e	1.2 	2.3 	0 	4.4 	3.2 	1.1 	2.6 	1.6 	1.7 	2.2 	4.0 	0 	4.3 	5.2 	6.5 u	8.0 	3.3 	1.4 	0.4 	10.2 	4.8 	7.5 	4.4 u	0 	0.9 	0 	0 	5.6 	0.7 
PC,ED0-2,T,TOTAL,2014	2.6 	3.2 e	3.5 	1.7 	1.0 	8.0 	3.8 	1.5 	4.1 	1.3 	2.3 	0.9 	3.7 	0.6 	3.9 	5.0 	4.1 	4.0 	3.5 	0.6 	1.8 	5.9 	4.6 	1.9 	1.2 	4.3 	2.1 	1.4 	1.6 	9.7 	0.9 
PC,ED0-2,T,Y15-24,2014	1.3 	1.4 e	1.1 	0.5 	0.4 	7.6 	4.0 	1.2 	2.1 	0 	0.9 	0 	0.5 	0.4 	1.6 	0.7 	1.5 	1.2 	5.1 	1.7 	0.5 	0.8 	0.4 	1.4 	0 	4.1 	2.8 	2.5 	2.5 	3.5 	0.3 
PC,ED0-2,T,Y15-29,2014	1.6 	1.8 e	1.7 	0.4 	0.4 	7.2 	4.3 	1.4 	2.2 	0 	1.0 	0 	1.0 	0.3 	3.1 	3.0 	1.3 	2.2 	4.4 	1.7 	0.6 	2.0 	1.8 	1.3 	0 	4.8 	2.6 	2.4 	2.8 	6.6 	0.7 
PC,ED0-2,T,Y15-64,2014	2.8 	3.5 e	4.3 	2.1 	1.0 	8.9 	4.8 	2.0 	5.0 	1.5 	2.5 	0.9 	2.8 	0.8 	5.0 	7.5 	4.0 	4.5 	3.9 	0.8 	2.6 	6.3 	5.5 	1.9 	1.2 	7.2 	2.1 	1.9 	1.7 	12.1 	1.0 
PC,ED0-2,T,Y18-24,2014	2.2 	2.4 e	1.4 	1.0 	0 	11.3 	6.1 	1.6 	4.1 u	0 u	1.6 	0 	1.2 	3.3 u	3.9 	2.6 	3.0 	0.7 	6.9 	2.8 	1.4 	1.7 	0.4 	4.2 	0 	13.4 u	3.2 	3.7 	3.4 	5.5 	0.7 
PC,ED0-2,T,Y18-44,2014	2.7 	3.3 e	2.5 	1.4 	0.4 	9.2 	6.0 	2.0 	5.5 	1.7 	1.9 	0 	2.1 	0.4 	6.6 	12.7 	4.6 	3.6 	4.2 	1.5 	3.1 	5.9 	5.6 	1.2 	0.8 	14.7 	2.5 	2.3 	2.7 	10.3 	1.0 
PC,ED0-2,T,Y18-64,2014	3.2 	4.0 e	5.1 	2.4 	1.1 	10.5 	5.5 	2.2 	6.1 	1.7 	2.8 	1.1 	3.1 	1.0 	6.7 	14.1 	4.6 	5.3 	4.0 	0.8 	3.6 	6.9 	6.5 	2.3 	1.7 	9.7 	2.1 	2.1 	1.9 	12.7 	1.1 
PC,ED0-2,T,Y25-34,2014	2.8 	3.5 e	2.8 	0.4 	0 u	5.1 u	6.6 	2.6 	6.8 	4.2 	1.9 	0 u	1.9 	0 	8.0 	21.3 u	6.0 	5.4 	3.1 	0.5 	5.2 	5.5 	6.7 	0 u	0 	13.3 u	0.9 	0.8 	2.3 	9.9 	1.1 
PC,ED0-2,T,Y25-64,2014	3.4 	4.2 e	5.6 	2.7 	1.6 	10.2 	5.3 	2.4 	6.4 	1.8 	2.9 	1.3 	3.3 	0.9 	7.6 	20.2 	4.9 	6.6 	3.8 	0.4 	4.4 	7.3 	7.5 	2.1 	2.2 	9.1 	1.7 	1.3 	1.2 	13.4 	1.2 
PC,ED0-2,T,Y35-44,2014	3.0 	3.7 e	3.2 	2.6 	1.5 u	8.6 	5.4 	1.8 	6.3 	0.8 	2.0 	0 	2.5 	0 	7.8 	22.0 	5.1 	6.0 	3.9 	0.8 	4.7 	7.7 	8.0 	0 	2.9 	18.9 u	2.5 	1.3 	1.6 	13.1 	1.1 
PC,ED0-2,T,Y45-54,2014	3.5 	4.5 e	4.6 	4.7 	0 	11.7 	5.1 	2.0 	7.9 	2.2 	3.6 	1.6 	3.2 	2.3 	9.0 u	26.0 u	3.9 	9.6 	4.3 	0.2 	3.7 	7.3 	9.2 	2.5 	2.4 	11.6 	2.4 	2.0 	0.3 	13.7 	1.4 
PC,ED0-2,T,Y45-64,2014	3.6 	4.6 e	6.7 	3.8 	2.0 	11.9 	5.0 	2.7 	6.4 	1.7 	3.7 	1.9 	3.8 	1.3 	7.1 	18.1 	4.7 	7.3 	3.9 	0.2 	4.2 	7.6 	7.6 	2.8 	2.8 	7.7 	1.7 	1.6 	0.7 	14.5 	1.3 
PC,ED0-2,T,Y55-64,2014	3.7 	4.6 e	8.3 	3.2 	3.0 	12.1 	4.9 	3.0 	5.2 	1.4 	3.7 	2.1 	4.5 	0.7 	6.3 	12.8 u	5.5 	6.1 	3.5 	0.3 	4.3 	7.8 	6.7 	3.1 	3.0 	6.1 	1.2 	1.3 	1.1 	15.3 	1.0 
PC,ED0-2,T,Y65-74,2014	3.0 	3.6 e	2.7 	1.2 	2.5 	8.1 	2.1 	0.5 	3.4 	1.0 	2.5 	1.8 	6.4 	0.4 	3.9 	3.7 	5.6 	4.3 	3.2 	0 	0.8 	5.4 	4.4 	0.6 	2.2 	2.2 	3.4 	0 	2.3 	9.4 	0.4 
PC,ED0-2,T,Y_GE18,2014	2.9 	3.5 e	3.8 	1.8 	1.1 	8.7 	4.0 	1.6 	4.6 	1.4 	2.5 	1.1 	4.0 	0.7 	4.6 	6.6 	4.5 	4.4 	3.6 	0.6 	2.2 	6.2 	5.1 	2.1 	1.5 	5.0 	2.1 	1.5 	1.7 	10.0 	1.1 
PC,ED0-2,T,Y_GE65,2014	2.4 	2.7 e	2.0 	1.0 	1.1 	6.1 	2.0 	0.6 	2.4 	1.0 	1.8 	1.1 	5.2 	0.2 	2.4 	2.1 	4.4 	3.2 	2.4 	0.2 	0.5 	5.1 	3.2 	1.8 	1.3 	1.4 	2.1 	0 	1.1 	6.4 	0.4 
PC,ED0-2,T,Y_GE75,2014	1.8 	1.9 e	1.3 	0.8 	0 	4.2 	1.9 	0.6 	1.2 	1.1 	1.0 	0.5 	4.1 	0 	1.3 	1.5 	2.6 	2.4 	1.2 	0.3 	0.3 	4.7 	2.1 	2.7 	0.7 	0.6 	1.0 	0 	0 	3.5 	0.4 
PC,ED3_4,F,TOTAL,2014	2.1 	3.2 e	4.8 	1.1 	1.2 	7.6 	4.4 	0.3 	6.2 	0.6 	1.7 	0.2 	3.0 	0.3 	1.0 	1.3 	5.0 	0.9 	3.6 	0.7 	0.9 	0.7 	0.6 	0.8 	0.4 	6.1 	2.9 	0.3 	2.6 	12.8 	0.5 
PC,ED3_4,F,Y15-24,2014	2.1 	3.1 e	1.8 	0.8 	3.2 	5.1 	5.0 	1.7 	7.4 	1.4 	0.4 	0 	0.7 	0.3 	2.7 	0.7 	6.4 	0.9 	7.3 	1.2 	2.3 	0.5 	0.6 	2.9 	0.4 	7.1 	3.6 	1.8 	1.9 	8.7 	0.1 
PC,ED3_4,F,Y15-29,2014	1.8 	2.9 e	1.3 	0.5 	2.7 	4.4 	3.9 	1.0 	6.7 	1.1 	0.3 	0 	0.8 	0.2 	2.0 	1.1 	4.7 	0.6 	5.3 	1.4 	1.7 	0.6 	0.4 	2.2 	0.3 	8.0 	3.2 	1.2 	1.3 	9.6 	0.1 
PC,ED3_4,F,Y15-64,2014	2.0 	3.2 e	5.0 	1.2 	1.5 	5.8 	4.3 	0.4 	6.7 	0.6 	1.7 	0.2 	2.4 	0.3 	1.3 	1.5 	5.3 	0.8 	3.7 	0.6 	1.1 	0.5 	0.6 	0.8 	0.3 	7.2 	2.9 	0.4 	2.4 	13.7 	0.5 
PC,ED3_4,F,Y18-24,2014	2.1 	3.0 e	2.0 	0.9 	3.3 	5.3 	4.8 	1.7 	7.6 	1.5 	0.4 	0 	0.7 	0.3 	2.7 	0.7 	7.0 	0.9 	7.5 	1.2 	2.3 	0.5 	0.6 	2.8 	0.4 	7.3 	3.6 	1.8 	1.9 	9.1 	0.1 
PC,ED3_4,F,Y18-44,2014	1.6 	2.7 e	1.6 	1.5 	1.9 	4.8 	3.3 	0.5 	6.5 	0.9 	1.2 	0 	1.5 	0.4 	1.8 	1.2 	3.8 	0.4 	3.3 	0.7 	1.3 	0.4 	0.5 	1.1 	0.2 	7.0 	2.5 	0.6 	1.5 	12.1 	0.5 
PC,ED3_4,F,Y18-64,2014	2.0 	3.2 e	5.1 	1.2 	1.5 	5.9 	4.3 	0.4 	6.7 	0.6 	1.7 	0.2 	2.4 	0.3 	1.3 	1.5 	5.4 	0.8 	3.6 	0.6 	1.1 	0.5 	0.6 	0.8 	0.3 	7.2 	2.9 	0.4 	2.4 	13.9 	0.5 
PC,ED3_4,F,Y25-34,2014	1.1 	2.4 e	1.7 	0 	2.0 	3.3 	1.9 	0 	6.3 	0 	0.9 	0 	1.2 	0 	0.8 	1.1 	0 	0 	0 	1.0 	1.6 	0.6 	0 	0.4 	0 	6.3 	1.7 	0 	0 	11.4 	1.0 
PC,ED3_4,F,Y25-64,2014	2.0 	3.3 e	5.5 	1.2 	1.2 	6.1 	4.2 	0.1 	6.5 	0.4 	2.1 	0.2 	2.7 	0.3 	1.1 	1.7 	5.0 	0.7 	1.5 	0.5 	0.9 	0.5 	0.6 	0.4 	0.3 	7.2 	2.8 	0 	2.6 	15.1 	0.7 
PC,ED3_4,F,Y35-44,2014	1.6 	2.9 e	1.5 	2.7 	1.3 	5.3 	3.4 	0 	5.8 	1.0 	2.2 	0 	2.1 	0.7 	2.1 	1.7 	3.6 	0.3 	0 u	0.1 	0.5 	0.1 	0.7 	0.6 	0.3 	7.2 	2.5 	0 	2.2 	15.9 	0.3 
PC,ED3_4,F,Y45-54,2014	2.6 	3.9 e	8.0 	1.3 	1.0 	4.2 	5.6 	0.5 	6.6 	0.1 	2.1 	0 	3.0 	0.3 	0.5 	3.2 	6.3 	0.6 	2.6 u	0.3 	1.3 	0.7 	0.8 	0 	0.3 	10.0 	2.7 	0 	3.1 	17.1 	0.8 
PC,ED3_4,F,Y45-64,2014	2.5 	3.8 e	8.9 	0.8 	0.9 	7.2 	5.3 	0.3 	7.0 	0.2 	2.6 	0.4 	3.7 	0.2 	0.8 	1.8 	7.9 	1.2 	4.5 	0.4 	0.9 	0.8 	0.8 	0.4 	0.5 	7.6 	3.4 	0 	3.3 	16.7 	0.5 
PC,ED3_4,F,Y55-64,2014	2.5 	3.7 e	10.0 	0.4 	0.8 	10.7 	4.9 	0 	7.5 	0.3 	3.6 	0.9 	4.7 	0 	1.2 	0.6 	10.4 	1.8 	9.5 u	0.4 	0.5 	1.0 	0.8 	0.8 	0.7 	5.3 	4.3 	0 	3.5 	16.1 	0 
PC,ED3_4,F,Y65-74,2014	3.2 	3.8 e	4.7 	1.3 	0.1 	16.8 	5.8 	0 	4.2 	0 	2.9 	0 	9.9 	0 	0.2 	0.7 	4.2 u	2.1 	: u	0.7 	0.4 	0 	0.7 	0 	0.8 	2.0 	4.5 	0 	3.1 	9.0 	0 u
PC,ED3_4,F,Y_GE18,2014	2.1 	3.2 e	4.8 	1.1 	1.2 	7.7 	4.4 	0.3 	6.2 	0.6 	1.8 	0.2 	3.0 	0.3 	1.0 	1.3 	5.1 	0.9 	3.4 	0.7 	0.9 	0.7 	0.6 	0.7 	0.4 	6.1 	2.9 	0.3 	2.6 	13.0 	0.5 
PC,ED3_4,F,Y_GE65,2014	2.8 	3.3 e	3.5 	0.9 	0.2 	12.8 	4.9 	0 	3.1 	0 	2.0 	0 	7.5 	0 	0.1 	0.5 	2.8 	1.4 	: u	1.3 	0.2 	5.7 	0.4 	0.4 	0.5 	1.3 	3.0 	0 	3.0 	8.2 	0 u
PC,ED3_4,F,Y_GE75,2014	2.0 	2.5 e	2.4 	0 	0.3 	6.2 	3.8 	0 	1.6 	0 	0 	0 	3.5 	0 u	0 	0 	0 u	0 	: u	2.5 	0 	27.1 u	0 	0.9 	0 	0 	1.1 	0 u	2.8 	7.1 	: u
PC,ED3_4,M,TOTAL,2014	3.4 	4.3 e	4.8 	2.8 	4.1 	7.6 	5.0 	1.1 	5.6 	1.5 	2.3 	2.2 	2.4 	1.0 	6.5 	6.0 	6.2 	6.5 	4.6 	1.3 	3.3 	4.2 	8.0 	3.0 	1.7 	7.3 	2.0 	0.4 	1.8 	12.8 	2.1 
PC,ED3_4,M,Y15-24,2014	2.5 	3.4 e	5.1 	2.0 	3.5 	7.3 	4.6 	0 	5.5 	3.5 	0.8 	1.2 	1.6 	0.6 	3.0 	0.6 	4.2 	3.9 	8.0 	1.7 	3.4 	1.2 	0.4 	3.5 	0.5 	4.0 	4.7 	0 	2.6 	10.2 	1.6 
PC,ED3_4,M,Y15-29,2014	2.5 	3.3 e	4.2 	1.4 	4.0 	7.2 	4.4 	0 	4.2 	2.4 	0.5 	0.7 	1.6 	0.4 	6.4 	2.0 	4.1 	3.6 	6.3 	1.4 	3.1 	1.5 	2.5 	2.9 	0.9 	6.8 	3.9 	0 	2.6 	10.3 	2.0 
PC,ED3_4,M,Y15-64,2014	3.4 	4.3 e	4.9 	3.0 	4.3 	7.9 	5.2 	1.2 	5.6 	1.6 	1.7 	2.1 	2.1 	1.1 	6.9 	6.6 	5.8 	5.8 	4.1 	1.4 	3.5 	4.2 	8.1 	2.8 	1.7 	8.0 	2.2 	0.3 	1.7 	12.8 	2.2 
PC,ED3_4,M,Y18-24,2014	2.6 	3.4 e	5.1 	2.1 	3.6 	6.8 	4.8 	0 	5.5 	3.6 	0.8 	1.2 	1.7 	0.6 	3.0 	0.6 	3.1 	3.9 	8.9 	1.8 	3.4 	1.2 	0.4 	3.7 	0.5 	4.5 	4.7 	0 	2.6 	11.8 	1.7 
PC,ED3_4,M,Y18-44,2014	2.7 	3.5 e	2.5 	2.5 	3.0 	6.5 	4.4 	0.9 	5.3 	1.5 	0.4 	1.0 	1.6 	0.5 	7.0 	5.5 	4.2 	3.3 	4.5 	1.3 	3.6 	3.6 	6.3 	2.8 	1.0 	5.9 	2.8 	0.3 	2.0 	11.3 	1.9 
PC,ED3_4,M,Y18-64,2014	3.4 	4.3 e	4.9 	3.0 	4.4 	7.8 	5.2 	1.2 	5.6 	1.6 	1.7 	2.1 	2.1 	1.1 	6.9 	6.6 	5.6 	5.9 	4.2 	1.4 	3.5 	4.2 	8.1 	2.9 	1.7 	8.2 	2.2 	0.3 	1.7 	13.2 	2.2 
PC,ED3_4,M,Y25-34,2014	2.5 	3.1 e	2.1 	2.7 	3.2 	4.7 	3.6 	0 	4.9 	0.2 	0 	0.6 	1.2 	0.4 	9.2 	7.7 	5.1 	3.2 	1.6 	1.0 	4.1 	3.6 	5.8 	2.2 	0.7 	9.4 	2.8 	0 	2.2 	9.2 	2.2 
PC,ED3_4,M,Y25-64,2014	3.5 	4.5 e	4.8 	3.1 	4.5 	8.1 	5.3 	1.5 	5.6 	1.1 	1.9 	2.3 	2.2 	1.2 	7.6 	7.8 	6.3 	6.2 	2.3 	1.3 	3.5 	5.3 	9.3 	2.7 	1.9 	9.1 	1.9 	0.4 	1.6 	13.4 	2.4 
PC,ED3_4,M,Y35-44,2014	3.0 	3.8 e	1.8 	2.4 	2.7 	7.7 	5.1 	2.4 	5.6 	0.9 	0.5 	1.3 	1.8 	0.4 	7.5 	8.2 	4.4 	2.9 	1.9 	1.3 	3.3 	6.1 	9.8 	2.9 	1.5 	4.0 	1.7 	0.9 	1.4 	13.0 	1.9 
PC,ED3_4,M,Y45-54,2014	4.2 	5.4 e	7.1 	3.2 	5.6 	7.4 	6.4 	1.2 	5.6 	1.6 	3.5 	2.1 	2.2 	1.7 	7.2 	9.5 	6.9 	9.6 	2.5 u	1.4 	3.4 	4.1 	11.4 	2.7 	1.7 	9.9 	2.4 	0 	1.1 	16.9 	1.0 
