key,p1,v1,p2,v2,p3,v3,p4,v4,p5,v5,p6,v6,p7,v7,p8,v8,p9,v9,p10,v10,p11,v11
series_id_value:421405500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/35049,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:421406000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/35049,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:421406500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/35049,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:421407000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/35049,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:421408000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/35049,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:421409000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/35049,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:421409091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/35049,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:421409092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/35049,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:421409093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/35049,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213400000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/48141,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213400000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:311800000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/48303,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311800000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:332600000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/48329,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332600000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:463400000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/48457,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463400000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:470200000000001,name,"""All Employees, In Thousands, Total Nonfarm""",observationAbout,geoId/48469,industry,NAICS/JOLTS_000000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470200000000026,name,"""All Employees, 3-month average change, In Thousands, Total Nonfarm""",#ignore,ignoring 3 months average change variable,,,,,,,,,,,,,,,,,,
series_id_value:213400500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/48141,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213400500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/48141,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:213400500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/48141,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:213400500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/48141,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:213400600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/48141,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213400700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/48141,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213400800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/48141,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213401500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/48141,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213403000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/48141,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213404000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/48141,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213404100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/48141,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213404200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/48141,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213404245500001,name,"""All Employees, In Thousands, General Merchandise Retailers""",observationAbout,geoId/48141,industry,NAICS/455,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213404300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/48141,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213405000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/48141,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213405500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/48141,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213406000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/48141,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213406056000001,name,"""All Employees, In Thousands, Administrative and Support and Waste Management and Remediation Services""",observationAbout,geoId/48141,industry,NAICS/56,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213406056130001,name,"""All Employees, In Thousands, Employment Services""",observationAbout,geoId/48141,industry,NAICS/5613,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213406500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/48141,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213407000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/48141,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213408000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/48141,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213409000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/48141,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213409091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/48141,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213409092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/48141,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:213409093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/48141,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311800500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/48303,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311800500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/48303,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:311800500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/48303,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:311800500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/48303,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:311800600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/48303,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311800700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/48303,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311800800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/48303,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311801500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/48303,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311803000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/48303,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311804000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/48303,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311804100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/48303,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311804200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/48303,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311804300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/48303,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311805000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/48303,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311805500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/48303,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311806000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/48303,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311806500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/48303,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311806562000001,name,"""All Employees, In Thousands, Health Care and Social Assistance""",observationAbout,geoId/48303,industry,NAICS/62,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311807000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/48303,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311807072000001,name,"""All Employees, In Thousands, Accommodation and Food Services""",observationAbout,geoId/48303,industry,NAICS/72,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311808000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/48303,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311809000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/48303,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311809091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/48303,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311809092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/48303,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:311809093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/48303,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332600500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/48329,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332600500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/48329,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:332600500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/48329,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:332600500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/48329,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:332600600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/48329,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332600700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/48329,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332600800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/48329,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332601500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/48329,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332603000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/48329,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332604000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/48329,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332604100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/48329,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332604200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/48329,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332604300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/48329,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332605000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/48329,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332605500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/48329,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332606000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/48329,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332606500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/48329,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332607000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/48329,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332608000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/48329,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332609000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/48329,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332609091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/48329,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332609092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/48329,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:332609093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/48329,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463400500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/48457,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463400500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/48457,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:463400500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/48457,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:463400500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/48457,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:463400600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/48457,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463400700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/48457,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463400800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/48457,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463401500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/48457,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463403000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/48457,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463404000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/48457,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463404100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/48457,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463404200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/48457,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463404300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/48457,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463405000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/48457,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463405500000001,name,"""All Employees, In Thousands, Financial Activities""",observationAbout,geoId/48457,industry,NAICS/1023,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463406000000001,name,"""All Employees, In Thousands, Professional and Business Services""",observationAbout,geoId/48457,industry,NAICS/1024,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463406500000001,name,"""All Employees, In Thousands, Private Education and Health Services""",observationAbout,geoId/48457,industry,NAICS/1025,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463407000000001,name,"""All Employees, In Thousands, Leisure and Hospitality""",observationAbout,geoId/48457,industry,NAICS/1026,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463408000000001,name,"""All Employees, In Thousands, Other Services""",observationAbout,geoId/48457,industry,NAICS/1027,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463409000000001,name,"""All Employees, In Thousands, Government""",observationAbout,geoId/48457,industry,NAICS/JOLTS_900000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463409091000001,name,"""All Employees, In Thousands, Federal Government""",observationAbout,geoId/48457,industry,NAICS/JOLTS_910000,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463409092000001,name,"""All Employees, In Thousands, State Government""",observationAbout,geoId/48457,,,establishmentOwnership,StateGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:463409093000001,name,"""All Employees, In Thousands, Local Government""",observationAbout,geoId/48457,,,establishmentOwnership,LocalGovernmentOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470200500000001,name,"""All Employees, In Thousands, Total Private""",observationAbout,geoId/48469,industry,PrivatelyOwned,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470200500000002,name,"""Average Weekly Hours of All Employees, Total Private""",observationAbout,geoId/48469,industry,PrivatelyOwned,measurementQualifier,Weekly,populationType,Person,measuredProperty,usualHoursWorked,statType,meanValue,unit,Hour,,,,,,
series_id_value:470200500000003,name,"""Average Hourly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/48469,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Hourly,statType,meanValue,unit,USDollar,,,,
series_id_value:470200500000011,name,"""Average Weekly Earnings of All Employees, In Dollars, Total Private""",observationAbout,geoId/48469,industry,PrivatelyOwned,,,populationType,Person,measuredProperty,earnings,measurementQualifier,Weekly,statType,meanValue,unit,USDollar,,,,
series_id_value:470200600000001,name,"""All Employees, In Thousands, Goods Producing""",observationAbout,geoId/48469,industry,NAICS/101,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470200700000001,name,"""All Employees, In Thousands, Service-Providing""",observationAbout,geoId/48469,industry,NAICS/102,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470200800000001,name,"""All Employees, In Thousands, Private Service Providing""",observationAbout,geoId/48469,industry,NAICS/102,establishmentOwnership,PrivatelyOwned,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470201500000001,name,"""All Employees, In Thousands, Mining, Logging and Construction""",observationAbout,geoId/48469,industry,NAICS/1012_1133,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470203000000001,name,"""All Employees, In Thousands, Manufacturing""",observationAbout,geoId/48469,industry,NAICS/1013,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470204000000001,name,"""All Employees, In Thousands, Trade, Transportation, and Utilities""",observationAbout,geoId/48469,industry,NAICS/1021,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470204100000001,name,"""All Employees, In Thousands, Wholesale Trade""",observationAbout,geoId/48469,industry,NAICS/42,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470204200000001,name,"""All Employees, In Thousands, Retail Trade""",observationAbout,geoId/48469,industry,NAICS/44,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470204300000001,name,"""All Employees, In Thousands, Transportation, Warehousing, and Utilities""",observationAbout,geoId/48469,industry,NAICS/48-49_22,,,populationType,Person,,,#Multiply,1000,,,,,,,,
series_id_value:470205000000001,name,"""All Employees, In Thousands, Information""",observationAbout,geoId/48469,industry,NAICS/1022,,,populationType,Person,,,#Multiply,1000,,,,,,,,
